Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"M Liao, X Sun, Z Chen","Simultaneous topology and path optimization for 3D concrete printing based on discrete frame structures",2025,"3D Printing and Additive …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/23297662251405796","",11,"2026-01-26 18:10:31","","10.1177/23297662251405796","",,,,,,0,0.00,0,3,1,"… into reality through feasible and efficient path planning of the nozzle. Several manufacturing … Currently, three strategies are widely used for the path planning 12 : direction-parallel paths …","https://journals.sagepub.com/doi/pdf/10.1177/23297662251405796","https://scholar.google.com/scholar?q=related:WZ9Icn05e4QJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
27,"Z Zhuang, F Xu, J Ye, N Hu, L Jiang…","A comprehensive review of sustainable materials and toolpath optimization in 3D concrete printing",2024,"npj Materials …","nature.com","https://www.nature.com/articles/s44296-024-00017-9","https://scholar.google.com/scholar?cites=8941207145736262683&as_sdt=2005&sciodt=2007&hl=en",12,"2026-01-26 18:10:31","HTML","","",,,,,,27,13.50,5,6,2,"… This study presents a comprehensive overview of three vital aspects integrated with 3D concrete printing (3DCP) that contribute to enhancing sustainability in the construction sector. …","https://www.nature.com/articles/s44296-024-00017-9","https://scholar.google.com/scholar?q=related:G1TLyIaMFXwJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
2,"B Blagojevic, O Sawodny","Path planning for graded concrete element fabrication",2023,"Construction Robotics","Springer","https://link.springer.com/article/10.1007/s41693-023-00096-5","https://scholar.google.com/scholar?cites=13794163173085569213&as_sdt=2005&sciodt=2007&hl=en",13,"2026-01-26 18:10:31","HTML","10.1007/s41693-023-00096-5","",,,,,,2,0.67,1,2,3,"… Both requirements formulate a complex path planning problem that must be solved in order to … This is followed by the local path planning problem, whose special structure with start/end …","https://link.springer.com/article/10.1007/s41693-023-00096-5","https://scholar.google.com/scholar?q=related:vWCKQVK2br8J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
13,"R Dörrie, H Kloft","Force flow compliant robotic path planning approach for reinforced concrete elements using SC3DP",2022,"RILEM International Conference on Concrete and …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-06116-5_55","https://scholar.google.com/scholar?cites=18245240994231303936&as_sdt=2005&sciodt=2007&hl=en",14,"2026-01-26 18:10:31","","10.1007/978-3-031-06116-5_55","",,,,,,13,3.25,7,2,4,"… The novel approach uses the spatial freedom of the robot-assisted … In recent years, 3D concrete printing has developed more and … 3D concrete printing can be described as an additive …","","https://scholar.google.com/scholar?q=related:AD-NTgQeNP0J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
6,"L Lachmayer, T Recker, V Ekanayaka…","Multi-Model based Additive Manufacturing: A framework for automated large-scale 3D concrete printing with industrial robots*",2024,"2024 IEEE 20th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10711326/","https://scholar.google.com/scholar?cites=3231846530291160069&as_sdt=2005&sciodt=2007&hl=en",15,"2026-01-26 18:10:31","","","",,,,,,6,3.00,2,4,2,"… contribute a path planning algorithm for the 2.5D … robot-based 3D concrete printing. The framework was tested by producing a large-scale column using SC3DP and an industrial robot …","https://ieeexplore.ieee.org/iel8/10711304/10711288/10711326.pdf","https://scholar.google.com/scholar?q=related:BVSV1kvT2SwJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
51,"PF Yuan, Q Zhan, H Wu, HS Beh, L Zhang","Real-time toolpath planning and extrusion control (RTPEC) method for variable-width 3D concrete printing",2022,"Journal of Building …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352710221015746","https://scholar.google.com/scholar?cites=9801924386890616346&as_sdt=2005&sciodt=2007&hl=en",16,"2026-01-26 18:10:31","HTML","","",,,,,,51,12.75,10,5,4,"… Extrusion-based 3D concrete printing (3DCP) is one of the most widely used methods for the digital … the potential applications in 3D concrete printing of building scale components. …","https://www.sciencedirect.com/science/article/pii/S2352710221015746","https://scholar.google.com/scholar?q=related:Go7aC0xuB4gJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"NT Trung Hieu, N Minh Trieu, D Tri Dung…","Advanced Sliding Mode Control Strategy for High-Performance 3D Concrete Printing",2025,"Automation","mdpi.com","https://www.mdpi.com/2673-4052/6/2/22","",17,"2026-01-26 18:10:31","HTML","","",,,,,,0,0.00,0,4,1,"… control methods for 3D concrete printing robots to address the … -based sliding surface for 3D concrete printing robots, with … to calculate the 3D concrete printing robot dynamic equation, …","https://www.mdpi.com/2673-4052/6/2/22","https://scholar.google.com/scholar?q=related:OCKaMfceOqYJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
8,"E Forcael, P Martínez-Chabur, I Ramírez-Cifuentes…","Performance Analysis of 3D Concrete Printing Processes through Discrete-Event Simulation",2023,"Buildings","mdpi.com","https://www.mdpi.com/2075-5309/13/6/1390","https://scholar.google.com/scholar?cites=9988021955572297629&as_sdt=2005&sciodt=2007&hl=en",18,"2026-01-26 18:10:31","HTML","","",,,,,,8,2.67,2,4,3,"… a robot must be programmed. Thus, the present research simulated these 3D concrete printing … as extrusion speed and the locations of a robot mounted on tracks. The results show that …","https://www.mdpi.com/2075-5309/13/6/1390","https://scholar.google.com/scholar?q=related:nW-wvgyVnIoJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
5,"Q Wan, L Wang, G Ma","Adaptable tool-path planning method for 3D concrete printing based on the mapping method",2020,"… Conference on Computational Design and Robotic …","Springer","https://link.springer.com/chapter/10.1007/978-981-33-4400-6_24","https://scholar.google.com/scholar?cites=11382362914859345214&as_sdt=2005&sciodt=2007&hl=en",19,"2026-01-26 18:10:31","HTML","10.1007/978-981-33-4400-6_24","",,,,,,5,0.83,2,3,6,"… To solve the problem of printing path planning in 3DCP, this paper proposes tool-path planning based on mapping method, … This study uses Kawasaki robot as a 3D printing device. …","https://link.springer.com/chapter/10.1007/978-981-33-4400-6_24","https://scholar.google.com/scholar?q=related:PmXFxMNG9p0J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
3,"Y Lin, A Bayramvand, MA Meibodi","Branch Wall: Developing Topology Informed Non-Planar Toolpath and Variable Deposition Rate for 3d Concrete Printing of Topology Optimized Load Bearing Wall",2023,"Available at SSRN 4663173","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4663173","https://scholar.google.com/scholar?cites=6484812663611257036&as_sdt=2005&sciodt=2007&hl=en",20,"2026-01-26 18:10:31","","","",,,,,,3,1.00,1,3,3,"… between the robot and previously printed areas. This requires path planning algorithms that consider the geometry of the islands, the robot's reach, and any potential obstacles. …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4663173","https://scholar.google.com/scholar?q=related:zPCAccKu_lkJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"Y Ding, Y Liu, B Yang, J Liu, P Gao…","Application of artificial intelligence technology in 3D concrete printing quality inspection and control: a state-of-the-art review",2025,"Journal of Sustainable …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/21650373.2025.2589418","",21,"2026-01-26 18:10:31","","10.1080/21650373.2025.2589418","",,,,,,0,0.00,0,6,1,"… Path planning algorithms optimize nozzle movement to improve printing efficiency and … Path planning refers to determining an optimal trajectory for the tool, robot, or print head to …","https://www.tandfonline.com/doi/pdf/10.1080/21650373.2025.2589418","https://scholar.google.com/scholar?q=related:plPXEYctTXEJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
5,"H Wu, Y Li, X Xie, X Gao, PF Yuan","Structural Performance-Based 3D Concrete Printing for an Efficient Concrete Beam",2023,"World Congress of Architects","Springer","https://link.springer.com/chapter/10.1007/978-3-031-36554-6_22","https://scholar.google.com/scholar?cites=4932880337451539687&as_sdt=2005&sciodt=2007&hl=en",22,"2026-01-26 18:10:31","","10.1007/978-3-031-36554-6_22","",,,,,,5,1.67,1,5,3,"… paradigm—structural performance-based 3D concrete printing, discusses the … path planning approach poses challenges for accuracy layering of the element and precise control of robot …","https://drive.google.com/file/d/1NsLg5-yckU2gGfAARWHnlXAEZ079mjwh/view","https://scholar.google.com/scholar?q=related:59xOCYgcdUQJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
1,"S Bas, OE Aydin, ZB Bundur, G Guven","Building Information Modeling (BIM)-based on-site 3D printer position optimization and path planning for digital fabrication",2024,"","aperta.ulakbim.gov.tr","https://aperta.ulakbim.gov.tr/record/279291","https://scholar.google.com/scholar?cites=4810935991840669606&as_sdt=2005&sciodt=2007&hl=en",23,"2026-01-26 18:10:31","","","",,,,,,1,0.50,0,4,2,"… mixing tank feeds this portable robot. Based on the provided … can inject concrete ink along with the robot’s movement [24]. … cementitious materials for 3D concrete printing: A systematic …","https://aperta.ulakbim.gov.tr/record/279291/files/10-31462-jcemi-2024-04291309.pdf","https://scholar.google.com/scholar?q=related:pv_Njsvgw0IJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
27,"J Sustarevas, D Kanoulas…","Task-consistent path planning for mobile 3d printing",2021,"2021 IEEE/RSJ …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9635916/","https://scholar.google.com/scholar?cites=543080086454402867&as_sdt=2005&sciodt=2007&hl=en",24,"2026-01-26 18:10:31","","","",,,,,,27,5.40,9,3,5,"… a model of 7DoF Franka Panda robot arm mounted on Kuka Youbot robot base. Two print tasks … : potentials and challenges of 3D concrete printing,” Virtual Phys. Prototyp., vol. 11, no. …","https://ieeexplore.ieee.org/iel7/9635848/9635849/09635916.pdf","https://scholar.google.com/scholar?q=related:M_-zFXZoiQcJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
30,"J Sustarevas, D Kanoulas…","Autonomous mobile 3D printing of large-scale trajectories",2022,"2022 IEEE/RSJ …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9982274/","https://scholar.google.com/scholar?cites=65410949898064390&as_sdt=2005&sciodt=2007&hl=en",25,"2026-01-26 18:10:31","","","",,,,,,30,7.50,10,3,4,"… on Task Consistent Path Planning (TCPP) to hardware by using TCPP-derived robot-base … and challenges of 3D concrete printing,” Virtual and Physical Prototyping, vol. 11, no. 3, pp. …","https://ieeexplore.ieee.org/iel7/9981026/9981028/09982274.pdf","https://scholar.google.com/scholar?q=related:BlIYkeli6AAJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
4,"G Duarte, NC Brown, JP Duarte","Workflow for generating, simulating, and optimizing form and toolpath in 3D concrete printing of vaults",2024,"Automation in Construction","Elsevier","https://www.sciencedirect.com/science/article/pii/S0926580524003261","https://scholar.google.com/scholar?cites=2190675673828729557&as_sdt=2005&sciodt=2007&hl=en",26,"2026-01-26 18:10:31","HTML","","",,,,,,4,2.00,1,3,2,"Designing for 3D concrete printing presents unique challenges, particularly in vault manufacturing. There is also a lack of design support tools that consider structural performance …","https://www.sciencedirect.com/science/article/pii/S0926580524003261","https://scholar.google.com/scholar?q=related:1aKmLOvXZh4J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"T Liu, FT Song Du, Y Weng","Energy Consumption Modeling for a Robot Arm in 3D Concrete Printing",2025,"Proceedings of The Sixth International …","easychair.org","https://easychair.org/publications/paper/2Fbx/open","",27,"2026-01-26 18:10:31","PDF","","",,,,,,0,0.00,0,3,1,"… In practical applications, printing positions can be regarded as an optimal factor in the EC model for printing path-planning to realize energy efficiency and lower carbon emissions in the …","https://easychair.org/publications/paper/2Fbx/open","https://scholar.google.com/scholar?q=related:qYOdmoZADXUJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
1,"F Ramirez-Rodriguez, P Pancho, D Sanchez…","Design and Development of a Lean Robotic Cell for Concrete 3D Printing",2025,"Procedia Computer …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050925001176","https://scholar.google.com/scholar?cites=10905309895766730116&as_sdt=2005&sciodt=2007&hl=en",28,"2026-01-26 18:10:31","","","",,,,,,1,1.00,0,4,1,"… the context of 3D concrete printing for prefabricated lightweight … This robot is responsible for transporting the metal support to … While one robot starts the coating process, another begins …","https://www.sciencedirect.com/science/article/pii/S1877050925001176/pdf?md5=3ec21627cb43bb1168d067e9bf36c5a7&pid=1-s2.0-S1877050925001176-main.pdf","https://scholar.google.com/scholar?q=related:hGW6RpJxV5cJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"L BRESEGHELLO, S SANIN, R NABONI","ROBOTIC 3D CONCRETE PRINTING",,"researchgate.net","","https://www.researchgate.net/profile/Luca-Breseghello/publication/350470887_Toolpath_Simulation_Design_and_Manipulation_in_Robotic_3D_Concrete_Printing/links/60623b06299bf17367793d3c/Toolpath-Simulation-Design-and-Manipulation-in-Robotic-3D-Concrete-Printing.pdf","",29,"2026-01-26 18:10:31","PDF","","",,,,,,0,0.00,0,3,,"… Robot Code - The layer generation process outputs a set of 3D planes Px that will serve as motion positions for the linear movement of the robot… distance at which the robot computes the …","https://www.researchgate.net/profile/Luca-Breseghello/publication/350470887_Toolpath_Simulation_Design_and_Manipulation_in_Robotic_3D_Concrete_Printing/links/60623b06299bf17367793d3c/Toolpath-Simulation-Design-and-Manipulation-in-Robotic-3D-Concrete-Printing.pdf","https://scholar.google.com/scholar?q=related:EBl8RCDE3l0J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"V Ekanayaka","path and process based simulation approach of 3D concrete printing",2025,"… Universität Braunschweig","","","",30,"2026-01-26 18:10:31","CITATION","","",,,,,,0,0.00,0,1,1,"","","https://scholar.google.com/scholar?q=related:sY3zgS0QgEgJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
49,"CH Ko","Constraints and limitations of concrete 3D printing in architecture",2022,"Journal of Engineering, Design and Technology","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/jedt-11-2020-0456/full/html","https://scholar.google.com/scholar?cites=16465876489662509729&as_sdt=2005&sciodt=2007&hl=en",31,"2026-01-26 18:10:31","","10.1108/jedt-11-2020-0456","",,,,,,49,12.25,49,1,4,"… of 3D concrete printing may depend on the printed objects’ geometry, shape and height. Understanding the limitations and advantages of the robot … Tool path planning may be limited by …","https://www.emerald.com/jedt/article/20/5/1334/224493","https://scholar.google.com/scholar?q=related:oTLKaW2LguQJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"S Yamakawa, K Vazquez-Santiago…","Concrete Spray 3D Printing Simulator for Nozzle Trajectory Planning",2025,"IEEE Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11181067/","",32,"2026-01-26 18:10:31","","","",,,,,,0,0.00,0,3,1,"… Two test cases were performed with a real concrete spray 3D printing robot and replicated in … based 3d concrete printing (s-3dcp),” Automation in Construction, vol. 124, 2021. [10] X. …","https://ieeexplore.ieee.org/iel8/7083369/7339444/11181067.pdf","https://scholar.google.com/scholar?q=related:Ph5IKt-wtHwJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
0,"S Ishikawa, R Tasaki","Real-Time Vision-Based Path Planning Approach for Shape Error Minimization in 3D Printing of Cylindrical Structure",2025,"International Journal of Automation …","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/ijat/19/4/19_667/_article/-char/ja/","",33,"2026-01-26 18:10:31","","","",,,,,,0,0.00,0,2,1,"… Kim, “Towards full automation in 3D concrete printing construction: Development of an automated and inline sensor-printer integrated instrument for in-situ assessment of structural build…","https://www.jstage.jst.go.jp/article/ijat/19/4/19_667/_pdf","https://scholar.google.com/scholar?q=related:BqKxFlqYl_cJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
38,"F Parisi, V Sangiorgio, N Parisi, AM Mangini…","A new concept for large additive manufacturing in construction: tower crane-based 3D printing controlled by deep reinforcement learning",2024,"Construction …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/ci-10-2022-0278/full/html","https://scholar.google.com/scholar?cites=5671769137176828590&as_sdt=2005&sciodt=2007&hl=en",34,"2026-01-26 18:10:31","","10.1108/ci-10-2022-0278","",,,,,,38,19.00,8,5,2,"… The growing interest in extrusion-based 3D concrete printing in … large extrusion-based 3D concrete printing (Figure 1): … and increasing safety in lift path planning. For example, Artificial …","https://www.emerald.com/ci/article/24/1/8/1230032","https://scholar.google.com/scholar?q=related:rtpy3fortk4J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
7,"Y Wang, S Li, T Qin, Y Yu, J Xiao","Concrete 3D printing: System development, process planning and experimental results",2020,"RILEM International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-49916-7_97","https://scholar.google.com/scholar?cites=172093347571090473&as_sdt=2005&sciodt=2007&hl=en",35,"2026-01-26 18:10:31","","10.1007/978-3-030-49916-7_97","",,,,,,7,1.17,1,5,6,"… robot is difficult, and it is easy for robot to collide with the structure under construction [9]. The robot … The path planning method of the slicing software is to traverse the path completely, …","","https://scholar.google.com/scholar?q=related:KcQu4vxlYwIJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22path+planning%22+%22robot%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026"
