Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"M Fareghian, M Afrazi, D Jahed Armaghani…",Machine Learning in the Modeling of 3D Printed Soil-Cement Materials: A Short Overview,2026,Journal of Soft …,jsoftcivil.com,https://www.jsoftcivil.com/article_227345.html,,11,2026-01-26 17:59,,,,,,,,,0,0,0,4,1,"… networks, artificial intelligence can … 3D concrete printing technology, highlighting essential research areas, including structural performance, material formulation, and process control. …",https://www.jsoftcivil.com/article_227345_5d415646b40fd12c304e14d729af2a30.pdf,https://scholar.google.com/scholar?q=related:HF05WIhGYiUJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,"L Simwanda, AB David, G Perampalam, OB Olalusi…",Optimisation of Interlayer Bond Strength in 3D-Printed Concrete Using Response Surface Methodology and Artificial Neural Networks,2025,Buildings,mdpi.com,https://www.mdpi.com/2075-5309/15/20/3794,,12,2026-01-26 17:59,HTML,,,,,,,,0,0,0,5,1,"… pathway to advance mix design and process control strategies in 3D concrete printing. … data-driven mix design and process control in 3D concrete printing, improving reliability and …",https://www.mdpi.com/2075-5309/15/20/3794,https://scholar.google.com/scholar?q=related:gwK_CWdg5-YJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
38,"BS Alotaibi, AI Shema, AU Ibrahim, MA Abuhussain…","Assimilation of 3D printing, Artificial Intelligence (AI) and Internet of Things (IoT) for the construction of eco-friendly intelligent homes: An explorative review",2024,Heliyon,cell.com,https://www.cell.com/heliyon/fulltext/S2405-8440(24)12877-0,https://scholar.google.com/scholar?cites=15228760932244293247&as_sdt=2005&sciodt=2007&hl=en,13,2026-01-26 17:59,HTML,,,,,,,,38,19,8,5,2,… used to feed artificial intelligence models. The framework of this study is presented in Fig. 1. … 3D concrete printing enables construction engineers to engineer different shapes that can …,https://www.cell.com/heliyon/fulltext/S2405-8440(24)12877-0,https://scholar.google.com/scholar?q=related:f4bE52FtV9MJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,"A ?ZALP, A Aldemir",Artificial Intelligence-Based Design Tool for Fully Automated Three Dimensional Concrete Printing,,Available at SSRN 4878970,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4878970,,14,2026-01-26 17:59,,,,,,,,,0,0,0,2,,"… In order to achieve fully automated 3D concrete printing practice, in this study, an automated … artificial intelligence techniques was proposed to determine capacities of 3D-printed …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4878970,https://scholar.google.com/scholar?q=related:yjPLzV48Rg8J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,Z Alabdullah,"Design Strategies for 3D Printing for Construction/Built-Environment: Trends, Challenges, and Opportunities",,"Built-Environment: Trends, Challenges, and …",papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5584050,,15,2026-01-26 17:59,,,,,,,,,0,0,0,1,,"… methods like robotic 3D concrete printing, parametric design … Challenge and commercial 3D concrete printing initiatives, … in material science, artificial intelligence, and policy; Trends and …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5584050,https://scholar.google.com/scholar?q=related:-OyD2ZpBqwYJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
6,"P Farrokhsiar, B Gursoy, JP Duarte",… review on integrating vision-based sensing in extrusion-based 3D printing processes: toward geometric monitoring of extrusion-based 3D concrete printing,2024,Construction Robotics,Springer,https://link.springer.com/article/10.1007/s41693-024-00133-x,https://scholar.google.com/scholar?cites=3485844201274357412&as_sdt=2005&sciodt=2007&hl=en,16,2026-01-26 17:59,HTML,10.1007/s41693-024-00133-x,,,,,,,6,3,2,3,2,"… Computer vision, on the other hand, is a more general term that denotes the use of artificial intelligence to process and analyze 2D and 3D digital images and videos to identify objects, …",https://link.springer.com/article/10.1007/s41693-024-00133-x,https://scholar.google.com/scholar?q=related:pDZQD9U0YDAJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,TT Baah,Accelerating the Design of Sustainable Concrete With CDW Through Adaptive Experiments and Machine Learning for Conventional and Additive …,2025,,search.proquest.com,https://search.proquest.com/openview/3606c79ada8ec0e97a21180dd56f375f/1?pq-origsite=gscholar&cbl=18750&diss=y,,17,2026-01-26 17:59,HTML,,,,,,,,0,0,0,1,1,"… With the rapid progress in artificial intelligence, machine … integration and process control in 3D concrete printing (3DCP). The … the promising potential of 3D concrete printing (3DCP) for …",https://search.proquest.com/openview/3606c79ada8ec0e97a21180dd56f375f/1?pq-origsite=gscholar&cbl=18750&diss=y,https://scholar.google.com/scholar?q=related:mveee1SRWGsJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,"AA Agegn, Y Regassa, K Angassa…",Systematic review on 3D concrete printing technology: breakthroughs and challenges,2026,Discover Civil …,Springer,https://link.springer.com/article/10.1007/s44290-025-00399-2,,18,2026-01-26 17:59,HTML,10.1007/s44290-025-00399-2,,,,,,,0,0,0,4,1,"… 3D Concrete Printing (3DCP) is reshaping construction by enabling automated fabrication, … ) advancements in 3DCP technologies, including process control and design optimization; (II) …",https://link.springer.com/article/10.1007/s44290-025-00399-2,https://scholar.google.com/scholar?q=related:s31GYt2y4FoJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
1,"AI Shema, AU Ibrahim, C Atakara…","The Integration of 3d Printing, Artificial Intelligence and Internet of Things for Construction of Sustainable Smart Homes",2022,Artificial Intelligence …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4263953,https://scholar.google.com/scholar?cites=2595013582598866559&as_sdt=2005&sciodt=2007&hl=en,19,2026-01-26 17:59,,,,,,,,,1,0.25,0,4,4,"… 3D concrete printing enables construction engineers to engineer different shapes that can … , online upgrade, online monitoring, process control and safety etc. The basic principle behind …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4263953,https://scholar.google.com/scholar?q=related:f4YeuhpXAyQJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
18,"S Li, T Lan, HX Nguyen, P Tran","Frontiers in construction 3D printing: self-monitoring, multi-robot, drone-assisted processes",2025,Progress in Additive Manufacturing,Springer,https://link.springer.com/article/10.1007/s40964-024-00794-8,https://scholar.google.com/scholar?cites=11835261174227457181&as_sdt=2005&sciodt=2007&hl=en,20,2026-01-26 17:59,HTML,10.1007/s40964-024-00794-8,,,,,,,18,18,5,4,1,"… of the relevant software and hardware, 3D concrete printing (3DCP), robot-assisted assembly … algorithms in existing research to achieve real-time quality monitoring and process control. …",https://link.springer.com/article/10.1007/s40964-024-00794-8,https://scholar.google.com/scholar?q=related:ndTMAVVLP6QJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,AR Lori,"3D Printing Geopolymers: Process, Porosity, and Performance",2025,,orbit.dtu.dk,https://orbit.dtu.dk/en/publications/3d-printing-geopolymers-process-porosity-and-performance/,,21,2026-01-26 17:59,,,,,,,,,0,0,0,1,1,"… 3D concrete printing is an innovative additive manufacturing technology that has revolutionized … For 3D printing applications, the ML models showed potential in guiding process control …",https://orbit.dtu.dk/files/406917937/PhD_Thesis_Ali_Rezaei_Lori.pdf,https://scholar.google.com/scholar?q=related:kxti18sZw50J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
737,"GD Goh, SL Sing, WY Yeong","A review on machine learning in 3D printing: applications, potential, and challenges",2021,Artificial Intelligence Review,Springer,https://link.springer.com/article/10.1007/s10462-020-09876-9,https://scholar.google.com/scholar?cites=3262716162361058054&as_sdt=2005&sciodt=2007&hl=en,22,2026-01-26 17:59,,10.1007/s10462-020-09876-9,,,,,,,737,147.4,246,3,5,Additive manufacturing (AM) or 3D printing is growing rapidly in the manufacturing industry and has gained a lot of attention from various fields owing to its ability to fabricate parts with …,https://dr.ntu.edu.sg/bitstreams/0eb6c473-0009-4e29-a5be-71ca316435e6/download,https://scholar.google.com/scholar?q=related:BuN0JBB_Ry0J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,L Li,Feedback Control-Based 3d Printing Product Quality,2024,Proceedings of the 2024 International Conference on …,books.google.com,https://books.google.com/books?hl=en&lr=&id=NJUjEQAAQBAJ&oi=fnd&pg=PA93&dq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&ots=7wBnjMS3lA&sig=myJNTDb9DFcHR2_UCMKzDN0FOxA,,23,2026-01-26 17:59,,,,,,,,,0,0,0,1,2,… process control system is of considerable importance [5]. … With the rapid development of artificial intelligence technology … for variable-width 3D concrete printing. Journal of Building …,https://www.atlantis-press.com/article/126003616.pdf,https://scholar.google.com/scholar?q=related:K1PHt0Xd5WoJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
1,"SE Okiye, ZS Nwokediegwu, AO Bankole",Performance Modeling of 3D Printed Structural Beams Using Low-Carbon Cementitious Composites,2024,,multiresearchjournal.com,https://www.multiresearchjournal.com/admin/uploads/archives/archive-1753520286.pdf,https://scholar.google.com/scholar?cites=9059158456487347781&as_sdt=2005&sciodt=2007&hl=en,24,2026-01-26 17:59,PDF,,,,,,,,1,0.5,0,3,2,"… on simulationbased optimization and artificial intelligence (AI) … Preinstall reinforcement and 3D concrete printing presented … protocols for printing process control, quality monitoring, and …",https://www.multiresearchjournal.com/admin/uploads/archives/archive-1753520286.pdf,https://scholar.google.com/scholar?q=related:RYbnYp6YuH0J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
27,"Z Zhuang, F Xu, J Ye, N Hu, L Jiang…",A comprehensive review of sustainable materials and toolpath optimization in 3D concrete printing,2024,npj Materials …,nature.com,https://www.nature.com/articles/s44296-024-00017-9,https://scholar.google.com/scholar?cites=8941207145736262683&as_sdt=2005&sciodt=2007&hl=en,25,2026-01-26 17:59,HTML,,,,,,,,27,13.5,5,6,2,"… For instance, the development of artificial intelligence empowered toolpath design methods for structures with complex geometric features. The integration of real-time monitoring and …",https://www.nature.com/articles/s44296-024-00017-9,https://scholar.google.com/scholar?q=related:G1TLyIaMFXwJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
6,M Abdul-kareem,"Challenges, new approaches, and potential future paths for three-dimensional printing (3DP) in building project: A reviews",2025,Al-Rafidain Journal of Engineering Sciences,rjes.iq,https://rjes.iq/index.php/rjes/article/view/142,https://scholar.google.com/scholar?cites=14666355806850979373&as_sdt=2005&sciodt=2007&hl=en,26,2026-01-26 17:59,,,,,,,,,6,6,6,1,1,… by developing an environmental material using waste from industry to minimize the negative impact on the environment and mobilize the efficiency of resources in 3D concrete printing. […,https://rjes.iq/index.php/rjes/article/download/142/133,https://scholar.google.com/scholar?q=related:LRbXkOZcicsJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
56,"R Buswell, P Kinnell, J Xu, N Hack, H Kloft…",Inspection methods for 3D concrete printing,2020,… conference on concrete …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-49916-7_78,https://scholar.google.com/scholar?cites=4717756853774526289&as_sdt=2005&sciodt=2007&hl=en,27,2026-01-26 17:59,,10.1007/978-3-030-49916-7_78,,,,,,,56,9.33,9,6,6,… can be achieved through material and process control. Geometrical measurement is a critical … of sophisticated techniques such as artificial intelligence to make precise predictions about …,https://repository.lboro.ac.uk/articles/conference_contribution/Inspection_methods_for_3D_concrete_printing/12233735/1/files/22495163.pdf,https://scholar.google.com/scholar?q=related:USfl3dzWeEEJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,"K Mawas, M Maboudi, P Achanccaray…",Deep Filament Extraction for 3D Concrete Printing,2025,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2512.00091,,28,2026-01-26 17:59,,,,,,,,,0,0,0,4,1,"… In addition to artificial intelligence models, researchers investigated traditional computer … Raatz, Process control for additive manufacturing of concrete components, in: R. Buswell, A. …",https://arxiv.org/pdf/2512.00091,https://scholar.google.com/scholar?q=related:5wdzVUfThGgJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
25,"Z Zuo, W De Corte, Y Huang, X Chen…",Strategies towards large-scale 3D printing without size constraints,2024,Virtual and Physical …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/17452759.2024.2346821%4010.1080/tfocoll.2024.0.issue-3D-Construction-Printing,https://scholar.google.com/scholar?cites=6100361608005306977&as_sdt=2005&sciodt=2007&hl=en,29,2026-01-26 17:59,,10.1080/17452759.2024.2346821%4010.1080/tfocoll.2024.0.issue-3D-Construction-Printing,,,,,,,25,12.5,5,5,2,"… With the development of next-generation artificial intelligence (AI) technologies [Citation271], this business model is expected to transform and develop into a global digital cloud […",https://www.tandfonline.com/doi/full/10.1080/17452759.2024.2346821%4010.1080/tfocoll.2024.0.issue-3D-Construction-Printing,https://scholar.google.com/scholar?q=related:YUqWto_WqFQJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
57,"TS Tamir, G Xiong, Z Shen, J Leng, Q Fang, Y Yang…",3D printing in materials manufacturing industry: A realm of Industry 4.0,2023,Heliyon,cell.com,https://www.cell.com/heliyon/fulltext/S2405-8440(23)06897-4,https://scholar.google.com/scholar?cites=1877860145541162009&as_sdt=2005&sciodt=2007&hl=en,30,2026-01-26 17:59,HTML,,,,,,,,57,19,8,7,3,"Additive manufacturing (AM), also known as 3D printing, is a new manufacturing trend showing promising progress over time in the era of Industry 4.0. So far, various research has been …",https://www.cell.com/heliyon/fulltext/S2405-8440(23)06897-4,https://scholar.google.com/scholar?q=related:GSTYYNp_DxoJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
15,"BT Shivendra, Shahaji, S Sharath Chandra, AK Singh…",A path towards SDGs: investigation of the challenges in adopting 3D concrete Printing in India,2024,Infrastructures,mdpi.com,https://www.mdpi.com/2412-3811/9/9/166,https://scholar.google.com/scholar?cites=1514845156307810012&as_sdt=2005&sciodt=2007&hl=en,31,2026-01-26 17:59,HTML,,,,,,,,15,7.5,3,5,2,"… On the one hand, off-site component production could enhance process control and part quality, two significant technological constraints in developing manufacturing technologies [99,…",https://www.mdpi.com/2412-3811/9/9/166,https://scholar.google.com/scholar?q=related:3LZyx6TPBRUJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
139,"R Singh, A Gehlot, SV Akram, LR Gupta, MK Jena…","Cloud manufacturing, internet of things-assisted manufacturing and 3D printing technology: reliable tools for sustainable construction",2021,Sustainability,mdpi.com,https://www.mdpi.com/2071-1050/13/13/7327,https://scholar.google.com/scholar?cites=14855668819890629730&as_sdt=2005&sciodt=2007&hl=en,32,2026-01-26 17:59,HTML,,,,,,,,139,27.8,23,6,5,"… In this section, the significance of 3D concrete printing for … help build construction is the artificial intelligence (AI) network [… ; namely, 3DP service process control, 3DP service optimized …",https://www.mdpi.com/2071-1050/13/13/7327,https://scholar.google.com/scholar?q=related:YmxtPhXwKc4J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,"YC Kim, TS Han",Buildability analysis in 3D concrete printing using computer vision and automated annotation,2025,Journal of Building Engineering,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352710225026117,,33,2026-01-26 17:59,HTML,,,,,,,,0,0,0,2,1,Advanced 3D concrete printing (3DCP) requires real-time monitoring and feedback control to ensure build quality. This study developed a vision-based deep learning workflow to …,https://www.sciencedirect.com/science/article/pii/S2352710225026117,https://scholar.google.com/scholar?q=related:pZwCC3DHTx4J:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
57,"M Hoffmann, S Skibicki, P Pankratow, A Zieli?ski…",Automation in the Construction of a 3D-Printed Concrete Wall with the Use of a Lintel Gripper,2020,Materials,mdpi.com,https://www.mdpi.com/1996-1944/13/8/1800,https://scholar.google.com/scholar?cites=5292295210256181343&as_sdt=2005&sciodt=2007&hl=en,34,2026-01-26 17:59,HTML,,,,,,,,57,9.5,11,5,6,"… 3D concrete printing allows the building up of structure by extruding a mix layer by layer. … In particular, further developments will have an influence on areas such as artificial intelligence, …",https://www.mdpi.com/1996-1944/13/8/1800,https://scholar.google.com/scholar?q=related:XyjSNXQCckkJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
0,"JS Akmal, N Doosti, M Macarie, K Minet-Lallemand…",Artificial intelligence-aided defect detection and healing in laser-based powder bed fusion,2025,,aaltodoc.aalto.fi,https://aaltodoc.aalto.fi/bitstreams/1a35687f-58cd-436a-ad1b-c1e65d704764/download,,35,2026-01-26 17:59,PDF,,,,,,,,0,0,0,5,1,… The theme of this conference is additive manufacturing (AM) powered by artificial intelligence (AI)… 3D concrete printing with coarse aggregate: a study of mechanical properties and CO2 …,https://aaltodoc.aalto.fi/bitstreams/1a35687f-58cd-436a-ad1b-c1e65d704764/download,https://scholar.google.com/scholar?q=related:sEfLEvluTwMJ:scholar.google.com/&scioq=%223d+concrete+printing%22+%22process+control%22+%22artificial+intelligence%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2026
